caseId,caseName,caseType,status,caseScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,durationMs,tokenUsage,reason
power_trade_standard_v1_020,跨省绿电交易规则,business_answer,SUCCESS,54.8359,50.0,,45.0,,91.2692,158222.0,1851.0,orchestration not applicable
power_trade_standard_v1_021,年用电量500万kWh用户入市,business_answer,SUCCESS,55.2898,50.0,,45.0,,94.6734,119924.0,1472.0,orchestration not applicable
power_trade_standard_v1_022,前天现货复盘,business_answer,SUCCESS,50.5281,43.6,,45.0,,94.1607,125692.0,1541.0,orchestration not applicable
power_trade_standard_v1_023,明天全省电源预测总出力,data_query,SUCCESS,47.9411,35.08,,45.0,,100.0,53624.0,715.0,orchestration not applicable
power_trade_standard_v1_024,2025年绿电交易价格机制,business_answer,SUCCESS,64.1703,61.36,,45.0,,98.7972,73532.0,754.0,orchestration not applicable
power_trade_standard_v1_025,跨省绿电安全校核流程,business_answer,SUCCESS,55.5368,50.0,,45.0,,96.5262,99080.0,1235.0,orchestration not applicable
power_trade_standard_v1_026,光储充消防标准,business_answer,SUCCESS,53.8271,48.55,,45.0,,91.6784,153618.0,1586.0,orchestration not applicable
power_trade_standard_v1_027,浙江峰谷价差与工商业储能投资,business_answer,SUCCESS,52.8075,46.8,,45.0,,93.6566,131363.0,1548.0,orchestration not applicable
power_trade_standard_v1_028,实时电价查询,data_query,SUCCESS,54.24,45.96,,45.0,,100.0,42152.0,651.0,orchestration not applicable
power_trade_standard_v1_029,上个月电价查询,data_query,SUCCESS,44.5989,29.64,,45.0,,98.7798,73727.0,943.0,orchestration not applicable
power_trade_standard_v1_030,明天电价预测,data_query,SUCCESS,46.7871,33.72,,45.0,,97.6784,86118.0,1028.0,orchestration not applicable
power_trade_standard_v1_031,电价上涨原因分析,business_answer,SUCCESS,55.5761,50.0,,45.0,,96.8204,95770.0,1209.0,orchestration not applicable
power_trade_standard_v1_032,选择最省钱用电套餐,robustness,SUCCESS,67.1057,60.72,,45.0,,97.8887,83752.0,1066.0,orchestration not applicable
power_trade_standard_v1_033,账单分析与套餐推荐,business_answer,SUCCESS,60.3176,56.4,,45.0,,97.1817,91706.0,1154.0,orchestration not applicable
power_trade_standard_v1_034,今日盘前交易简报,business_answer,SUCCESS,55.7139,50.0,,45.0,,97.8541,84141.0,984.0,orchestration not applicable
power_trade_standard_v1_035,大丰风电场功率预测,data_query,SUCCESS,47.9013,35.08,,45.0,,99.748,62835.0,759.0,orchestration not applicable
power_trade_standard_v1_036,威海光伏站现货申报策略,strategy_advice,SUCCESS,59.2407,56.64,,45.0,,92.3049,146570.0,1363.0,orchestration not applicable
power_trade_standard_v1_037,浙江未来两天日前现货电价预测,data_query,SUCCESS,44.3948,29.64,,45.0,,97.4869,88272.0,1104.0,orchestration not applicable
power_trade_standard_v1_038,代理售电负荷预测,robustness,SUCCESS,65.3192,57.88,,45.0,,99.3692,67097.0,938.0,orchestration not applicable
power_trade_standard_v1_039,后天全省光伏风电预测,data_query,SUCCESS,50.5559,40.52,,45.0,,96.6141,98091.0,1242.0,orchestration not applicable
power_trade_standard_v1_040,江苏能量块后天预测,data_query,SUCCESS,50.0434,39.08,,45.0,,98.6483,75207.0,875.0,orchestration not applicable
power_trade_standard_v1_041,今明两天竞价空间,data_query,SUCCESS,47.5591,35.08,,45.0,,97.5809,87215.0,1104.0,orchestration not applicable
power_trade_standard_v1_042,未来用户预测负荷,robustness,SUCCESS,61.7427,55.04,,45.0,,91.9,151125.0,1788.0,orchestration not applicable
power_trade_standard_v1_043,历史用户实际电量,robustness,SUCCESS,43.988,28.62,,45.0,,100.0,21777.0,348.0,orchestration not applicable
