caseId,caseName,caseType,status,caseScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,durationMs,tokenUsage,reason
power_trade_standard_v1_017,陕西上周现货价差,data_query,SUCCESS,19.6568,16.68,,2.0,,60.0,31448.0,,orchestration not applicable
power_trade_standard_v1_018,今日全省开停机情况,data_query,SUCCESS,19.24,15.96,,2.0,,60.0,45037.0,,orchestration not applicable
power_trade_standard_v1_019,后天气象情况,data_query,SUCCESS,19.6568,16.68,,2.0,,60.0,46027.0,,orchestration not applicable
power_trade_standard_v1_020,跨省绿电交易规则,business_answer,SUCCESS,34.7269,35.0,,9.0,,58.9514,71797.0,,orchestration not applicable
power_trade_standard_v1_021,年用电量500万kWh用户入市,business_answer,SUCCESS,39.56,41.4,,9.0,,60.0,57213.0,,orchestration not applicable
power_trade_standard_v1_022,前天现货复盘,business_answer,SUCCESS,34.8667,35.0,,9.0,,60.0,46954.0,,orchestration not applicable
power_trade_standard_v1_023,明天全省电源预测总出力,data_query,SUCCESS,21.6021,20.04,,2.0,,60.0,29028.0,,orchestration not applicable
power_trade_standard_v1_024,2025年绿电交易价格机制,business_answer,SUCCESS,44.2533,47.8,,9.0,,60.0,37491.0,,orchestration not applicable
power_trade_standard_v1_025,跨省绿电安全校核流程,business_answer,SUCCESS,39.56,41.4,,9.0,,60.0,53140.0,,orchestration not applicable
power_trade_standard_v1_026,光储充消防标准,business_answer,SUCCESS,46.6256,51.4,,9.0,,57.9918,82592.0,,orchestration not applicable
power_trade_standard_v1_027,浙江峰谷价差与工商业储能投资,business_answer,SUCCESS,39.56,41.4,,9.0,,60.0,57977.0,,orchestration not applicable
power_trade_standard_v1_028,实时电价查询,data_query,SUCCESS,22.5053,21.6,,2.0,,60.0,22574.0,,orchestration not applicable
power_trade_standard_v1_029,上个月电价查询,data_query,SUCCESS,17.7116,13.32,,2.0,,60.0,41449.0,,orchestration not applicable
power_trade_standard_v1_030,明天电价预测,data_query,SUCCESS,17.7116,13.32,,2.0,,60.0,33587.0,,orchestration not applicable
power_trade_standard_v1_031,电价上涨原因分析,business_answer,SUCCESS,44.2533,47.8,,9.0,,60.0,54458.0,,orchestration not applicable
power_trade_standard_v1_032,选择最省钱用电套餐,robustness,SUCCESS,41.9627,40.04,,9.0,,60.0,35657.0,,orchestration not applicable
power_trade_standard_v1_033,账单分析与套餐推荐,business_answer,SUCCESS,44.2533,47.8,,9.0,,60.0,50173.0,,orchestration not applicable
power_trade_standard_v1_034,今日盘前交易简报,business_answer,SUCCESS,44.2533,47.8,,9.0,,60.0,55187.0,,orchestration not applicable
power_trade_standard_v1_035,大丰风电场功率预测,data_query,SUCCESS,17.7116,13.32,,2.0,,60.0,36155.0,,orchestration not applicable
power_trade_standard_v1_036,威海光伏站现货申报策略,strategy_advice,SUCCESS,35.2886,38.56,,9.0,,60.0,47230.0,,orchestration not applicable
power_trade_standard_v1_037,浙江未来两天日前现货电价预测,data_query,SUCCESS,17.7116,13.32,,2.0,,60.0,42601.0,,orchestration not applicable
power_trade_standard_v1_038,代理售电负荷预测,robustness,SUCCESS,46.128,45.72,,9.0,,60.0,32482.0,,orchestration not applicable
power_trade_standard_v1_039,后天全省光伏风电预测,data_query,SUCCESS,19.6568,16.68,,2.0,,60.0,38924.0,,orchestration not applicable
power_trade_standard_v1_040,江苏能量块后天预测,data_query,SUCCESS,19.6568,16.68,,2.0,,60.0,34175.0,,orchestration not applicable
power_trade_standard_v1_041,今明两天竞价空间,data_query,SUCCESS,19.4484,16.32,,2.0,,60.0,30229.0,,orchestration not applicable
power_trade_standard_v1_042,未来用户预测负荷,robustness,SUCCESS,41.8657,40.04,,9.0,,59.5151,65455.0,,orchestration not applicable
power_trade_standard_v1_043,历史用户实际电量,robustness,SUCCESS,35.8907,31.76,,9.0,,60.0,17378.0,,orchestration not applicable
